24882 num_stratum
1 num_targets
LAI
basin_ID hill_ID zone_ID patch_ID stratum_ID LAI
1 26 43873 43873 43873 3.700000
1 28 21198 21198 21198 4.100000
1 28 21454 21454 21454 4.100000
1 28 21723 21723 21723 4.100000
1 28 21973 21973 21973 4.100000
1 28 22214 22214 22214 4.100000
1 28 22461 22461 22461 4.100000
1 28 22696 22696 22696 4.100000
1 28 22935 22935 22935 4.100000
1 28 22936 22936 22936 4.100000
1 28 23189 23189 23189 4.100000
1 28 23190 23190 23190 4.100000
1 28 23445 23445 23445 4.100000
1 28 23446 23446 23446 4.100000
1 28 23456 23456 23456 2.700000
1 28 23457 23457 23457 2.700000
1 28 23458 23458 23458 2.700000
1 28 23691 23691 23691 4.100000
1 28 23692 23692 23692 4.100000
1 28 23700 23700 23700 2.700000
1 28 23701 23701 23701 2.700000
1 28 23702 23702 23702 2.700000
1 28 23703 23703 23703 2.700000
1 28 23704 23704 23704 2.700000
1 28 23705 23705 23705 2.700000
1 28 23706 23706 23706 2.700000
1 28 23707 23707 23707 2.700000
1 28 23708 23708 23708 2.700000
1 28 23709 23709 23709 2.700000
1 28 23942 23942 23942 4.100000
1 28 23943 23943 23943 4.100000
1 28 23949 23949 23949 2.700000
1 28 23950 23950 23950 2.700000
1 28 23951 23951 23951 2.700000
1 28 23952 23952 23952 2.700000
1 28 23953 23953 23953 2.700000
1 28 23954 23954 23954 2.700000
1 28 23955 23955 23955 2.700000
1 28 23956 23956 23956 2.700000
1 28 23957 23957 23957 2.700000
1 28 24190 24190 24190 4.100000
1 28 24191 24191 24191 4.100000
1 28 24200 24200 24200 2.700000
1 28 24201 24201 24201 2.700000
1 28 24202 24202 24202 2.700000
1 28 24203 24203 24203 2.700000
1 28 24204 24204 24204 2.700000
1 28 24205 24205 24205 2.700000
1 28 24206 24206 24206 2.700000
1 28 24207 24207 24207 2.700000
1 28 24208 24208 24208 2.700000
1 28 24209 24209 24209 2.700000
1 28 24210 24210 24210 2.700000
1 28 24211 24211 24211 2.700000
1 28 24441 24441 24441 3.500000
1 28 24442 24442 24442 3.500000
1 28 24444 24444 24444 2.700000
1 28 24445 24445 24445 2.700000
1 28 24446 24446 24446 2.700000
1 28 24447 24447 24447 2.700000
1 28 24448 24448 24448 2.700000
1 28 24449 24449 24449 2.700000
1 28 24452 24452 24452 2.700000
1 28 24453 24453 24453 2.700000
1 28 24454 24454 24454 2.700000
1 28 24455 24455 24455 2.700000
1 28 24456 24456 24456 2.700000
1 28 24457 24457 24457 2.700000
1 28 24458 24458 24458 2.700000
1 28 24459 24459 24459 2.700000
1 28 24460 24460 24460 2.700000
1 28 24461 24461 24461 2.700000
1 28 24462 24462 24462 2.700000
1 28 24463 24463 24463 2.700000
1 28 24464 24464 24464 2.700000
1 28 24706 24706 24706 3.500000
1 28 24707 24707 24707 3.500000
1 28 24708 24708 24708 3.500000
1 28 24709 24709 24709 2.700000
1 28 24710 24710 24710 2.700000
1 28 24711 24711 24711 2.700000
1 28 24712 24712 24712 2.700000
1 28 24713 24713 24713 2.700000
1 28 24714 24714 24714 2.700000
1 28 24715 24715 24715 2.700000
1 28 24716 24716 24716 2.700000
1 28 24717 24717 24717 2.700000
1 28 24718 24718 24718 2.700000
1 28 24719 24719 24719 2.700000
1 28 24720 24720 24720 2.700000
1 28 24721 24721 24721 2.700000
1 28 24722 24722 24722 2.700000
1 28 24723 24723 24723 2.700000
1 28 24724 24724 24724 2.700000
1 28 24725 24725 24725 2.700000
1 28 24726 24726 24726 2.700000
1 28 24727 24727 24727 2.700000
1 28 24728 24728 24728 2.700000
1 28 24981 24981 24981 3.500000
1 28 24982 24982 24982 2.700000
1 28 24983 24983 24983 2.700000
1 28 24984 24984 24984 2.700000
1 28 24985 24985 24985 2.700000
1 28 24986 24986 24986 2.700000
1 28 24987 24987 24987 2.700000
1 28 24988 24988 24988 2.700000
1 28 24989 24989 24989 2.700000
1 28 24990 24990 24990 2.700000
1 28 24991 24991 24991 2.700000
1 28 24992 24992 24992 2.700000
1 28 24993 24993 24993 2.700000
1 28 24994 24994 24994 2.700000
1 28 25254 25254 25254 3.500000
1 28 25255 25255 25255 2.700000
1 28 25256 25256 25256 2.700000
1 28 25257 25257 25257 2.700000
1 28 25258 25258 25258 2.700000
1 28 25259 25259 25259 2.700000
1 28 25260 25260 25260 2.700000
1 28 25261 25261 25261 2.700000
1 28 25262 25262 25262 2.700000
1 28 25263 25263 25263 2.700000
1 28 25264 25264 25264 2.700000
1 28 25265 25265 25265 2.700000
1 28 25517 25517 25517 2.700000
1 28 25518 25518 25518 2.700000
1 28 25519 25519 25519 2.700000
1 28 25520 25520 25520 2.700000
1 28 25521 25521 25521 2.700000
1 28 25522 25522 25522 2.700000
1 28 25523 25523 25523 2.700000
1 28 25524 25524 25524 2.700000
1 28 25525 25525 25525 2.700000
1 28 25526 25526 25526 2.700000
1 28 25527 25527 25527 2.700000
1 28 25528 25528 25528 2.700000
1 28 25529 25529 25529 2.700000
1 28 25530 25530 25530 2.700000
1 28 25531 25531 25531 2.700000
1 28 25532 25532 25532 2.700000
1 28 25533 25533 25533 2.700000
1 28 25786 25786 25786 2.700000
1 28 25787 25787 25787 2.700000
1 28 25788 25788 25788 2.700000
1 28 25789 25789 25789 2.700000
1 28 25790 25790 25790 2.700000
1 28 25791 25791 25791 2.700000
1 28 25792 25792 25792 2.700000
1 28 25793 25793 25793 2.700000
1 28 25794 25794 25794 2.700000
1 28 25795 25795 25795 2.700000
1 28 25796 25796 25796 2.700000
1 28 25797 25797 25797 2.700000
1 28 25798 25798 25798 2.700000
1 28 25799 25799 25799 2.700000
1 28 25800 25800 25800 2.700000
1 28 26051 26051 26051 2.700000
1 28 26052 26052 26052 2.700000
1 28 26053 26053 26053 2.700000
1 28 26054 26054 26054 2.700000
1 28 26055 26055 26055 2.700000
1 28 26056 26056 26056 2.700000
1 28 26057 26057 26057 2.700000
1 28 26058 26058 26058 2.700000
1 28 26059 26059 26059 2.700000
1 28 26060 26060 26060 2.700000
1 28 26061 26061 26061 2.700000
1 28 26062 26062 26062 2.700000
1 28 26063 26063 26063 2.700000
1 28 26064 26064 26064 2.700000
1 28 26065 26065 26065 2.700000
1 28 26066 26066 26066 2.700000
1 28 26067 26067 26067 2.700000
1 28 26068 26068 26068 2.700000
1 28 26069 26069 26069 2.700000
1 28 26070 26070 26070 2.700000
1 28 26323 26323 26323 2.700000
1 28 26324 26324 26324 2.700000
1 28 26325 26325 26325 2.700000
1 28 26326 26326 26326 2.700000
1 28 26327 26327 26327 2.700000
1 28 26328 26328 26328 2.700000
1 28 26329 26329 26329 2.700000
1 28 26330 26330 26330 2.700000
1 28 26331 26331 26331 2.700000
1 28 26332 26332 26332 2.700000
1 28 26333 26333 26333 2.700000
1 28 26334 26334 26334 2.700000
1 28 26335 26335 26335 2.700000
1 28 26336 26336 26336 2.700000
1 28 26337 26337 26337 2.700000
1 28 26338 26338 26338 2.700000
1 28 26339 26339 26339 2.700000
1 28 26340 26340 26340 2.700000
1 28 26341 26341 26341 2.700000
1 28 26342 26342 26342 2.700000
1 28 26594 26594 26594 2.700000
1 28 26595 26595 26595 2.700000
1 28 26596 26596 26596 2.700000
1 28 26597 26597 26597 2.700000
1 28 26598 26598 26598 2.700000
1 28 26599 26599 26599 2.700000
1 28 26600 26600 26600 2.700000
1 28 26601 26601 26601 2.700000
1 28 26602 26602 26602 2.700000
1 28 26603 26603 26603 2.700000
1 28 26604 26604 26604 2.700000
1 28 26605 26605 26605 2.700000
1 28 26606 26606 26606 2.700000
1 28 26607 26607 26607 2.700000
1 28 26608 26608 26608 2.700000
1 28 26609 26609 26609 2.700000
1 28 26610 26610 26610 2.700000
1 28 26611 26611 26611 2.700000
1 28 26612 26612 26612 2.700000
1 28 26613 26613 26613 2.700000
1 28 26614 26614 26614 2.700000
1 28 26875 26875 26875 2.700000
1 28 26876 26876 26876 2.828571
1 28 26877 26877 26877 2.700000
1 28 26878 26878 26878 2.700000
1 28 26879 26879 26879 2.700000
1 28 26880 26880 26880 2.700000
1 28 26881 26881 26881 2.700000
1 28 26882 26882 26882 2.700000
1 28 26883 26883 26883 2.700000
1 28 26884 26884 26884 2.700000
1 28 26885 26885 26885 2.700000
